-44.4842812862626,-43.7678061339873,-40.9333613115495,-36.0820748497029,-29.4476185057402,-21.3583862889888,-12.2179393426109,-2.47509076533751,7.40188633512024,16.9441137432325,25.6977419535915,33.2441457365017,39.2232383460224,43.3536806040312,45.447230632995,45.4158563194868,43.2690295197947,39.1075347519793,33.1226896425113,25.5925626348715,16.8711924168053,7.36990784930275,-2.46404351466439,-12.153118667385,-21.2065973971195,-29.1630561860734,-35.6274045137633,-40.2952063805213,-42.9609529289021,-43.5510715832352
-45.712804106588,-44.8377557044456,-41.8168439153196,-36.7771667712861,-29.9606998216527,-21.6991921022341,-12.3972254378691,-2.50825864520889,7.49137904781943,17.1289625735036,25.9559033798961,33.5607851004602,39.5893179729396,43.7646867467775,45.9000852694477,45.9034952808155,43.7732846214947,39.5965462706286,33.5613443070245,25.9492704960658,17.1170609292205,7.48169726401751,-2.50355311556667,-12.3674980703791,-21.6355100645806,-29.8549088381548,-36.6218459165999,-41.6069589109965,-44.5736554395111,-45.4029849121434
-46.252200192248,-45.3369134699759,-42.2510037712161,-37.127648763935,-30.2202042696971,-21.8715966901175,-12.4899137877777,-2.52641255005093,7.54579919357819,17.2634326179598,26.191288273344,33.9092791372529,40.0395868000004,44.2903079403484,46.4649959754809,46.4688952592009,44.3066163870744,40.0667507824019,33.9384366228433,26.2172428772656,17.2789637225646,7.54843873799948,-2.5255969486599,-12.4805714515311,-21.8514470648073,-30.1933924020091,-37.1036254419912,-42.2428860461271,-45.355828786731,-46.2994213833008
-46.7735804872937,-45.837675434698,-42.7020737565619,-37.5063527934742,-30.5147301699232,-22.0782165696987,-12.6068585362189,-2.55043047868856,7.61995636790796,17.4384385980109,26.460867086138,34.2594845758276,40.4502378675828,44.7353258040294,46.9157992389751,46.8999325719006,44.7013141640292,40.4184364215504,34.2399304349427,26.4566827470816,17.4431874059604,7.62332931747266,-2.55141542665394,-12.609613775988,-22.0779339617117,-30.5090464052481,-37.499603820176,-42.707190141077,-45.8725567379368,-46.8467294681614
-47.1126074524655,-46.1517188267193,-42.9839488446013,-37.7521111040857,-30.7175217726987,-22.227962979488,-12.6941121652157,-2.56853402045104,7.67528289546041,17.5623120664799,26.6342927136996,34.4681142035608,40.6940954042061,45.0172326616429,47.2334436490779,47.2376340281635,45.0279187924735,40.705434438859,34.4683510928392,26.6196648939755,17.5473382652113,7.67012666124304,-2.56766919394573,-12.6918294703229,-22.2225350637649,-30.7064765917188,-37.7394584752891,-42.985950510735,-46.1900043952068,-47.1875186425241
-47.17294721496,-46.2161627493835,-43.0598860755928,-37.8415036923133,-30.810619219643,-22.3079050403026,-12.7448965474961,-2.57934030430003,7.70730017202986,17.6310644926367,26.7279086563276,34.5737083400086,40.8029893357291,45.1279016744529,47.3472992235817,47.3540135466875,45.1477201334234,40.8295260126979,34.5900304925307,26.7269536856668,17.6271713796955,7.70864194287272,-2.58151566356528,-12.7646055566888,-22.357326391927,-30.8996903063608,-37.9806121596044,-43.2609459366825,-46.4810884437546,-47.4742514654208
-46.9605711597687,-46.0252456946699,-42.9079793316313,-37.7376259448787,-30.7514261050278,-22.2806272172139,-12.7350676736644,-2.57799849651728,7.70485957533322,17.6266072421199,26.7120835416568,34.5292006261057,40.7216932961139,45.0215144759559,47.2392975908036,47.2604710077284,45.0742358059924,40.7802250737342,34.5719737151846,26.7356999690684,17.6395766224098,7.71178131817329,-2.58121612730971,-12.7600877482356,-22.3559648697942,-30.9123926641944,-38.006934377329,-43.292489883709,-46.5049999819832,-47.4873640702572
-46.8205106054884,-45.8825433310214,-42.7672457828924,-37.6058425315634,-30.6389360856395,-22.1979949539739,-12.6883313145531,-2.56860304275822,7.67622467894172,17.5576273926798,26.5998396363975,34.3746343565586,40.5339262349145,44.816884411506,47.0372078302867,47.0761495949897,44.9094544006,40.6299578699966,34.439991648208,26.628034072963,17.5618063051882,7.67442735264547,-2.56759529808062,-12.6864230513939,-22.2154609433584,-30.7059882986382,-37.7477191721044,-43.004347243361,-46.2173473613207,-47.2289646666104
-46.7059339454281,-45.7515112207717,-42.6217744323601,-37.4561587819722,-30.5022592023051,-22.0902927645587,-12.6222846160984,-2.55449172212804,7.63229442045122,17.4548628495914,26.4476031660846,34.1906645296615,40.3313032942917,44.5939565236694,46.7849759381224,46.7978814615146,44.6236531438372,40.3605719548664,34.210896020423,26.4573976415577,17.4577097633172,7.63371380215773,-2.5554062894707,-12.6279803970437,-22.1022252320543,-30.5260821416391,-37.5014309628535,-42.70147153203,-45.8787346042644,-46.88225855364
-46.345273876992,-45.3786669627606,-42.2587787149263,-37.1258708463419,-30.225238962588,-21.883992147063,-12.5015752317204,-2.52979359059261,7.5593154100561,17.2951796147646,26.2247078936283,33.9299191275694,40.0453571916777,44.2787856618536,46.433621668714,46.4158209713363,44.2327180194288,39.9947433398361,33.9019876311699,26.2258840255409,17.3064896442384,7.56374388731991,-2.5306738745574,-12.5073000002963,-21.9025269139379,-30.26294369032,-37.1796865672615,-42.3210137650497,-45.4442594647064,-46.4093424731764
-45.8041851681483,-44.8711755263444,-41.8028228861389,-36.7318462638573,-29.9025626662913,-21.6465966571659,-12.3642518303558,-2.5015944816577,7.4729608304415,17.0930738543782,25.916596847261,33.5380869203145,39.5996111037432,43.8078803978303,45.9600249679523,45.9597523903302,43.8118597709505,39.6172943071796,33.5693048748538,25.9454495065357,17.1017495780027,7.46695418790376,-2.49723272832992,-12.3445154463081,-21.6298729123918,-29.9052693184088,-36.7564995259588,-41.8402356378597,-44.9062792787715,-45.8257433326035
-45.2568230015131,-44.3303161704103,-41.2925331234379,-36.2782192241682,-29.5312547548839,-21.3778912539749,-12.2114108873417,-2.47089973442272,7.382136322228,16.8863475623165,25.6012714453524,33.1253564355858,39.1103556003092,43.2732277620902,45.411943804991,45.4228051787051,43.303326437413,39.1499757047723,33.1560149829834,25.6073314860254,16.8712617450284,7.36720364190367,-2.46428813903567,-12.1795581859657,-21.3363733240447,-29.5007038436769,-36.2717057260589,-41.3145714061117,-44.3776314818902,-45.3175660624656
-44.6605234472408,-43.7063413255754,-40.6736346494583,-35.7058026835671,-29.0476578073947,-21.0206357609394,-12.0076143338561,-2.43065372731741,7.26666439659394,16.6339359295187,25.2331328258786,32.6596790982509,38.5624877634466,42.6612016538414,44.7594002724891,44.7523053416833,42.6371554045121,38.5250202850741,32.6217045421408,25.2046883435198,16.6179302394661,7.26108730900664,-2.42917174701828,-12.0017098491187,-21.0128296676587,-29.0404400844755,-35.6992749612679,-40.6653290260357,-43.6912949606848,-44.6292121682854
