3,2
20,20
22,19
17,16
20,20
1,1
19,20
12,12
16,16
11,11
13,13
15,15
17,21
15,15
23,23
2,6
6,7
2,6
4,10
19,19
9,15
14,20
7,8
3,3
9,9
7,7
23,23
13,14
13,13
5,5
10,10
18,18
23,23
12,16
5,5
1,1
4,4
2,2
11,16
9,15
6,6
6,7
16,17
14,20
22,19
8,8
16,16
8,7
11,11
19,19
18,20
10,10
17,21
18,18
15,15
14,20
4,5
7,11
21,21
22,22
21,16
10,10
21,21
1,6
8,8
12,12
3,3
5,5
20,20
15,15
7,7
7,11
20,20
5,5
3,1
14,20
10,10
16,16
13,13
3,3
18,20
19,23
20,20
9,15
22,22
19,19
14,20
11,11
11,12
2,6
13,9
1,1
18,18
11,11
12,12
8,7
10,10
16,16
22,22
4,5
12,18
17,17
15,15
23,23
9,9
2,2
4,4
17,17
21,21
16,16
21,17
10,10
18,18
19,19
21,21
6,6
17,17
8,8
14,20
1,1
6,6
1,2
13,13
8,9
23,23
12,18
2,6
9,15
6,11
15,15
5,5
3,3
22,22
7,13
23,23
4,10
20,20
5,5
