13,12
17,21
18,17
2,2
8,8
7,7
14,19
1,1
4,2
13,12
12,16
19,22
10,10
4,8
3,2
7,11
8,7
21,21
20,19
17,16
9,7
9,7
7,6
22,21
13,11
16,16
18,18
2,6
9,8
3,2
14,14
1,1
21,21
11,11
23,23
22,22
22,19
19,20
6,2
1,1
14,14
16,16
23,23
6,6
16,12
5,3
15,15
5,5
12,12
8,7
5,3
20,14
15,15
15,9
23,22
11,11
21,16
19,17
18,12
4,2
3,1
2,6
17,16
6,6
12,12
11,11
20,20
10,10
10,4
10,4
10,8
16,16
2,6
11,12
18,17
17,21
9,13
20,18
12,11
6,6
17,17
12,7
9,7
3,2
11,16
13,13
15,15
23,23
6,6
4,2
21,21
4,4
3,1
16,16
2,6
13,13
2,6
9,13
5,3
8,8
21,21
22,22
7,7
15,9
4,8
11,12
19,22
5,5
14,13
20,18
13,11
14,17
16,16
18,17
14,14
20,20
8,7
1,1
15,15
18,18
22,17
12,11
10,4
7,6
21,21
22,17
1,1
1,6
23,23
6,7
23,19
17,21
8,8
5,3
19,18
3,2
19,22
7,11
